1_id	1_span	1_anno_ptb::pos	2_id	2_span	2_anno_ptb::cat	3_id	3_span	3_anno_ptb::cat	4_id	4_span	4_anno_ptb::pos	4_anno_ptb::pos	meta_Period	meta_Genre	meta_Dialect	meta_File_name	meta_Text_name	meta_Date	meta_Author	meta_Verse_or_prose	meta_Foreign_original	meta_Relationship_to_spoken_language	meta_Prototypicaltext_category
salt:/ppcme2/cmkempe.m4#sTok13850	no	Q	salt:/ppcme2/cmkempe.m4#structure8364	& ȝet schal no man sle the	IP	salt:/ppcme2/cmkempe.m4#structure8366	no man	NP	salt:/ppcme2/cmkempe.m4#sTok13851	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok14400	many	Q	salt:/ppcme2/cmkempe.m4#structure8727	many man may se it	IP	salt:/ppcme2/cmkempe.m4#structure8728	many man	NP	salt:/ppcme2/cmkempe.m4#sTok14401	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok14895	alle	Q	salt:/ppcme2/cmkempe.m4#structure9043	alle wykked mennys power	NP	salt:/ppcme2/cmkempe.m4#structure9044	alle wykked mennys	NP	salt:/ppcme2/cmkempe.m4#sTok14897	mennys	NS$	NS$	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok15262	no	Q	salt:/ppcme2/cmkempe.m4#structure9267	*T*-1 no man seyd no-thyng a-geyns hem	IP	salt:/ppcme2/cmkempe.m4#structure9268	no man	NP	salt:/ppcme2/cmkempe.m4#sTok15263	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok17252	many	Q	salt:/ppcme2/cmkempe.m4#structure10498	& many worthy men desyred to heryn hir dalyawns & hir comunycacyon ,	IP-MAT	salt:/ppcme2/cmkempe.m4#structure10499	many worthy men	NP	salt:/ppcme2/cmkempe.m4#sTok17254	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok21465	no	Q	salt:/ppcme2/cmkempe.m4#structure13055	for no man in erthe	PP	salt:/ppcme2/cmkempe.m4#structure13056	no man in erthe	NP	salt:/ppcme2/cmkempe.m4#sTok21466	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok21587	al	Q	salt:/ppcme2/cmkempe.m4#structure13137	"& al men 0 þat *T*-1 louyn God owyn to thankyn hym for ȝow . """	IP-MAT-SPE	salt:/ppcme2/cmkempe.m4#structure13138	al men 0 þat *T*-1 louyn God	NP	salt:/ppcme2/cmkempe.m4#sTok21588	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok22826	no	Q	salt:/ppcme2/cmkempe.m4#structure13844	Þer may no man let me to lofe whom 0 *T*-1 I wele * & as mech as 0 0 *T*-2 I wyl * ,	IP-MAT-SPE	salt:/ppcme2/cmkempe.m4#structure13846	no man	NP	salt:/ppcme2/cmkempe.m4#sTok22827	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok27087	any	Q	salt:/ppcme2/cmkempe.m4#structure16412	be-fore any oþer man	PP	salt:/ppcme2/cmkempe.m4#structure16413	any oþer man	NP	salt:/ppcme2/cmkempe.m4#sTok27089	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok27095	any	Q	salt:/ppcme2/cmkempe.m4#structure16417	þan any oþer man	PP	salt:/ppcme2/cmkempe.m4#structure16418	any oþer man	NP	salt:/ppcme2/cmkempe.m4#sTok27097	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok27266	any	Q	salt:/ppcme2/cmkempe.m4#structure16511	before any oþer man	PP	salt:/ppcme2/cmkempe.m4#structure16512	any oþer man	NP	salt:/ppcme2/cmkempe.m4#sTok27268	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok28267	any	Q	salt:/ppcme2/cmkempe.m4#structure17113	any man er woman 0 þat *T*-6 cleymyd any dette of hir husbond or of hir þei xuld come	IP	salt:/ppcme2/cmkempe.m4#structure17114	any man er woman 0 þat *T*-6 cleymyd any dette of hir husbond or of hir	NP	salt:/ppcme2/cmkempe.m4#sTok28268	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok28567	many	Q	salt:/ppcme2/cmkempe.m4#structure17302	many men merueyled & wonderyd of þe gret grace 0 þat *T*-3 God wrowt in hys creatur	IP	salt:/ppcme2/cmkempe.m4#structure17303	many men	NP	salt:/ppcme2/cmkempe.m4#sTok28568	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok29833	euery	Q	salt:/ppcme2/cmkempe.m4#structure18087	Whan 0 tyme *ICH*-1 was comyn 0 þat *T*-2 þei schulde syttyn at mete , euery man toke hys place as 0 0 *T*-3 *exp* hym lyked ,	IP-MAT	salt:/ppcme2/cmkempe.m4#structure18097	euery man	NP	salt:/ppcme2/cmkempe.m4#sTok29834	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok30733	many	Q	salt:/ppcme2/cmkempe.m4#structure18652	wyth many joly men	PP	salt:/ppcme2/cmkempe.m4#structure18653	many joly men	NP	salt:/ppcme2/cmkempe.m4#sTok30735	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok32025	euery	Q	salt:/ppcme2/cmkempe.m4#structure19423	euery man & woman beryng a wax candel in her hand	IP	salt:/ppcme2/cmkempe.m4#structure19424	euery man & woman	NP	salt:/ppcme2/cmkempe.m4#sTok32026	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok32297	any	Q	salt:/ppcme2/cmkempe.m4#structure19580	*T*-1 any man myt do	IP	salt:/ppcme2/cmkempe.m4#structure19581	any man	NP	salt:/ppcme2/cmkempe.m4#sTok32298	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok32746	ich	Q	salt:/ppcme2/cmkempe.m4#structure19893	and so ich man as 0 0 *T*-1 *exp* hym thowte .	FRAG	salt:/ppcme2/cmkempe.m4#structure19895	ich man	NP	salt:/ppcme2/cmkempe.m4#sTok32747	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok34866	many	Q	salt:/ppcme2/cmkempe.m4#structure21208	many man & many woman	NP	salt:/ppcme2/cmkempe.m4#structure21209	many man	NP	salt:/ppcme2/cmkempe.m4#sTok34867	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok35757	no	Q	salt:/ppcme2/cmkempe.m4#structure21748	"þer schal no man deyin in þe schip 0 þat þu art in *T*-2 . """	IP-MAT-SPE	salt:/ppcme2/cmkempe.m4#structure21750	no man	NP	salt:/ppcme2/cmkempe.m4#sTok35758	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok37545	no	Q	salt:/ppcme2/cmkempe.m4#structure22835	no mannys meryte	NP	salt:/ppcme2/cmkempe.m4#structure22836	no mannys	NP	salt:/ppcme2/cmkempe.m4#sTok37546	mannys	N$	N$	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok39485	no	Q	salt:/ppcme2/cmkempe.m4#structure24002	*T*-3 no man *ICH*-4 knew but God & he	IP	salt:/ppcme2/cmkempe.m4#structure24003	no man *ICH*-4	NP	salt:/ppcme2/cmkempe.m4#sTok39486	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok39774	no	Q	salt:/ppcme2/cmkempe.m4#structure24181	no man wetyng þerof saf hym-self & þe clerk only	IP	salt:/ppcme2/cmkempe.m4#structure24182	no man	NP	salt:/ppcme2/cmkempe.m4#sTok39775	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok41046	ony	Q	salt:/ppcme2/cmkempe.m4#structure24948	þei wer ony men children	IP	salt:/ppcme2/cmkempe.m4#structure24950	ony men children	NP	salt:/ppcme2/cmkempe.m4#sTok41047	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok41979	non	Q	salt:/ppcme2/cmkempe.m4#structure25538	non euyl man to der þe	IP	salt:/ppcme2/cmkempe.m4#structure25539	non euyl man	NP	salt:/ppcme2/cmkempe.m4#sTok41981	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok42818	many	Q	salt:/ppcme2/cmkempe.m4#structure26027	*T*-2 many oþer men ben	IP	salt:/ppcme2/cmkempe.m4#structure26028	many oþer men	NP	salt:/ppcme2/cmkempe.m4#sTok42820	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok43467	any	Q	salt:/ppcme2/cmkempe.m4#structure26420	*T*-3 any man can don to þe	IP	salt:/ppcme2/cmkempe.m4#structure26421	any man	NP	salt:/ppcme2/cmkempe.m4#sTok43468	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok46952	many	Q	salt:/ppcme2/cmkempe.m4#structure28584	many man & woman also wondryd on hir þerfore	IP	salt:/ppcme2/cmkempe.m4#structure28585	many man & woman also	NP	salt:/ppcme2/cmkempe.m4#sTok46953	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok47696	no	Q	salt:/ppcme2/cmkempe.m4#structure29044	þer xulde no man be disesyd in my cumpanye	IP	salt:/ppcme2/cmkempe.m4#structure29046	no man	NP	salt:/ppcme2/cmkempe.m4#sTok47697	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok51335	many	Q	salt:/ppcme2/cmkempe.m4#structure31227	many man & many woman	NP	salt:/ppcme2/cmkempe.m4#structure31228	many man	NP	salt:/ppcme2/cmkempe.m4#sTok51336	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok51944	any	Q	salt:/ppcme2/cmkempe.m4#structure31595	to any powr man er woman	PP	salt:/ppcme2/cmkempe.m4#structure31596	any powr man er woman	NP	salt:/ppcme2/cmkempe.m4#sTok51946	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok53339	many	Q	salt:/ppcme2/cmkempe.m4#structure32442	many a man and woman wondryd on hir þerfor	IP	salt:/ppcme2/cmkempe.m4#structure32443	many a man and woman	NP	salt:/ppcme2/cmkempe.m4#sTok53341	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok54073	no	Q	salt:/ppcme2/cmkempe.m4#structure32866	to no man , Styward ne oþer	PP	salt:/ppcme2/cmkempe.m4#structure32867	no man , Styward ne oþer	NP	salt:/ppcme2/cmkempe.m4#sTok54074	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok54518	many	Q	salt:/ppcme2/cmkempe.m4#structure33128	*T*-1 many man had do be-forn	IP	salt:/ppcme2/cmkempe.m4#structure33129	many man	NP	salt:/ppcme2/cmkempe.m4#sTok54519	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok55559	no	Q	salt:/ppcme2/cmkempe.m4#structure33749	þer is no man *ICH*-2 in þis worlde 0 þat *T*-3 I lofe so meche as God	IP	salt:/ppcme2/cmkempe.m4#structure33751	no man *ICH*-2	NP	salt:/ppcme2/cmkempe.m4#sTok55560	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok55596	al	Q	salt:/ppcme2/cmkempe.m4#structure33772	I lofe al men in God & for God	IP	salt:/ppcme2/cmkempe.m4#structure33774	al men	NP	salt:/ppcme2/cmkempe.m4#sTok55597	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok57858	many	Q	salt:/ppcme2/cmkempe.m4#structure35117	& in þat tyme many good men & women preyd hir to mete	IP-MAT	salt:/ppcme2/cmkempe.m4#structure35120	many good men & women	NP	salt:/ppcme2/cmkempe.m4#sTok57860	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok58134	euery	Q	salt:/ppcme2/cmkempe.m4#structure35277	& euery man 0 þat *T*-1 wil be sauyd at þe last	CONJP	salt:/ppcme2/cmkempe.m4#structure35278	euery man 0 þat *T*-1 wil be sauyd at þe last	NP	salt:/ppcme2/cmkempe.m4#sTok58135	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok58309	sum	Q	salt:/ppcme2/cmkempe.m4#structure35388	sum men to louyn hir	IP	salt:/ppcme2/cmkempe.m4#structure35389	sum men	NP	salt:/ppcme2/cmkempe.m4#sTok58310	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok58419	many	Q	salt:/ppcme2/cmkempe.m4#structure35455	many man merueyled ful meche what 0 *T*-1 hir eyled	IP	salt:/ppcme2/cmkempe.m4#structure35456	many man	NP	salt:/ppcme2/cmkempe.m4#sTok58420	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok60869	no	Q	salt:/ppcme2/cmkempe.m4#structure36872	no man schal be so hardy to spekyn of God	IP	salt:/ppcme2/cmkempe.m4#structure36873	no man	NP	salt:/ppcme2/cmkempe.m4#sTok60870	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok61660	many	Q	salt:/ppcme2/cmkempe.m4#structure37348	many mannys hyndryng	NP	salt:/ppcme2/cmkempe.m4#structure37349	many mannys	NP	salt:/ppcme2/cmkempe.m4#sTok61661	mannys	N$	N$	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok61783	no	Q	salt:/ppcme2/cmkempe.m4#structure37412	*T*-3 wil flatyr no man	IP	salt:/ppcme2/cmkempe.m4#structure37413	no man	NP	salt:/ppcme2/cmkempe.m4#sTok61784	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok61798	any	Q	salt:/ppcme2/cmkempe.m4#structure37422	any man be euyl plesyd wyth my prechyng	IP	salt:/ppcme2/cmkempe.m4#structure37423	any man	NP	salt:/ppcme2/cmkempe.m4#sTok61799	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok61927	many	Q	salt:/ppcme2/cmkempe.m4#structure37491	As-swythe þer styrt up many ȝong men ,	IP-MAT	salt:/ppcme2/cmkempe.m4#structure37494	many ȝong men	NP	salt:/ppcme2/cmkempe.m4#sTok61929	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok61933	euery	Q	salt:/ppcme2/cmkempe.m4#structure37495	"& euery man *ICH*-1 seyd of hem , "" My Lord , I wyl gon wyth hir . """	IP-MAT	salt:/ppcme2/cmkempe.m4#structure37496	euery man *ICH*-1	NP	salt:/ppcme2/cmkempe.m4#sTok61934	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok62216	many	Q	salt:/ppcme2/cmkempe.m4#structure37645	wyth many oþer good men whech 0 *T*-1 had cheryd hir befor-tyme & don meche for hir	PP	salt:/ppcme2/cmkempe.m4#structure37646	many oþer good men whech 0 *T*-1 had cheryd hir befor-tyme & don meche for hir	NP	salt:/ppcme2/cmkempe.m4#sTok62219	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok63007	euery	Q	salt:/ppcme2/cmkempe.m4#structure38099	& euery man 0 þat *T*-3 xal come to Heuyn	CONJP	salt:/ppcme2/cmkempe.m4#structure38100	euery man 0 þat *T*-3 xal come to Heuyn	NP	salt:/ppcme2/cmkempe.m4#sTok63008	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok63551	any	Q	salt:/ppcme2/cmkempe.m4#structure38415	*T*-1 any man can seyn on-to þe	IP	salt:/ppcme2/cmkempe.m4#structure38416	any man	NP	salt:/ppcme2/cmkempe.m4#sTok63552	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok63843	any	Q	salt:/ppcme2/cmkempe.m4#structure38591	Is her any man 0 0 *T*-1 can sey any-thyng aȝen hir	IP	salt:/ppcme2/cmkempe.m4#structure38593	any man 0 0 *T*-1 can sey any-thyng aȝen hir	NP	salt:/ppcme2/cmkempe.m4#sTok63844	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok63889	alle	Q	salt:/ppcme2/cmkempe.m4#structure38615	sche disprauyd alle men of Holy Chirche	IP	salt:/ppcme2/cmkempe.m4#structure38617	alle men of Holy Chirche	NP	salt:/ppcme2/cmkempe.m4#sTok63890	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok65678	many	Q	salt:/ppcme2/cmkempe.m4#structure39643	many men merueyled of hir cunnyng	IP	salt:/ppcme2/cmkempe.m4#structure39644	many men	NP	salt:/ppcme2/cmkempe.m4#sTok65679	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok65771	no	Q	salt:/ppcme2/cmkempe.m4#structure39688	" Ȝa , serys ,  seyd sche , "" þer may no man sey a good worde wyth-owtyn þe ȝyft of þe Holy Gost ,"	IP-MAT	salt:/ppcme2/cmkempe.m4#structure39693	no man	NP	salt:/ppcme2/cmkempe.m4#sTok65772	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok66283	many	Q	salt:/ppcme2/cmkempe.m4#structure39992	of many worthy men	PP	salt:/ppcme2/cmkempe.m4#structure39993	many worthy men	NP	salt:/ppcme2/cmkempe.m4#sTok66285	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok66778	alle	Q	salt:/ppcme2/cmkempe.m4#structure40311	alle mennys *ICH*-3 synnes 0 þat *T*-4 xal be sauyd	NP	salt:/ppcme2/cmkempe.m4#structure40312	alle mennys *ICH*-3	NP	salt:/ppcme2/cmkempe.m4#sTok66779	mennys	NS$	NS$	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok66939	no	Q	salt:/ppcme2/cmkempe.m4#structure40396	no mannys sowle	NP	salt:/ppcme2/cmkempe.m4#structure40397	no mannys	NP	salt:/ppcme2/cmkempe.m4#sTok66940	mannys	N$	N$	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok67975	many	Q	salt:/ppcme2/cmkempe.m4#structure41036	many man on hir wonderyd & merueyled what 0 *T*-4 hir eyled	IP	salt:/ppcme2/cmkempe.m4#structure41037	many man	NP	salt:/ppcme2/cmkempe.m4#sTok67976	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok68579	any	Q	salt:/ppcme2/cmkempe.m4#structure41415	any erdly man xulde euyr do any synne wher-thorw 0 *T*-2 he xulde be departyd fro þi gloryows face wyth-owtyn ende	IP	salt:/ppcme2/cmkempe.m4#structure41416	any erdly man	NP	salt:/ppcme2/cmkempe.m4#sTok68581	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok68743	any	Q	salt:/ppcme2/cmkempe.m4#structure41515	*T*-3 euyr myth any man suffyr in erde	IP	salt:/ppcme2/cmkempe.m4#structure41517	any man	NP	salt:/ppcme2/cmkempe.m4#sTok68744	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok69885	alle	Q	salt:/ppcme2/cmkempe.m4#structure42205	alle men to be sauyd	IP	salt:/ppcme2/cmkempe.m4#structure42206	alle men	NP	salt:/ppcme2/cmkempe.m4#sTok69886	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok72570	summe	Q	salt:/ppcme2/cmkempe.m4#structure43792	Þan seyd summe men þat sche had a deuyl wythinne hir .	IP-MAT	salt:/ppcme2/cmkempe.m4#structure43794	summe men	NP	salt:/ppcme2/cmkempe.m4#sTok72571	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok73126	any	Q	salt:/ppcme2/cmkempe.m4#structure44134	*T*-3 any man myth sey er do	IP	salt:/ppcme2/cmkempe.m4#structure44135	any man	NP	salt:/ppcme2/cmkempe.m4#sTok73127	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok73709	summe	Q	salt:/ppcme2/cmkempe.m4#structure44505	summe men , ȝyf 0 þei wiste þat he schulde prechyn in þe cuntre , þei wolde go wyth hym	IP	salt:/ppcme2/cmkempe.m4#structure44506	summe men	NP	salt:/ppcme2/cmkempe.m4#sTok73710	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok73810	many	Q	salt:/ppcme2/cmkempe.m4#structure44570	many men & many women	NP	salt:/ppcme2/cmkempe.m4#structure44571	many men	NP	salt:/ppcme2/cmkempe.m4#sTok73811	men	NS	NS	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok77043	euery	Q	salt:/ppcme2/cmkempe.m4#structure46614	*T*-1 euery man must gon	IP	salt:/ppcme2/cmkempe.m4#structure46615	euery man	NP	salt:/ppcme2/cmkempe.m4#sTok77044	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok78113	no	Q	salt:/ppcme2/cmkempe.m4#structure47255	"& þer schal no man of þe schip sey nay vn-to þe . """	IP-MAT-SPE	salt:/ppcme2/cmkempe.m4#structure47257	no man of þe schip	NP	salt:/ppcme2/cmkempe.m4#sTok78114	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok80621	any	Q	salt:/ppcme2/cmkempe.m4#structure48797	of any honest man 0 þat *T*-1 myth sithyn bryng hir in-to Inglond	PP	salt:/ppcme2/cmkempe.m4#structure48798	any honest man 0 þat *T*-1 myth sithyn bryng hir in-to Inglond	NP	salt:/ppcme2/cmkempe.m4#sTok80623	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkempe.m4#sTok81039	no	Q	salt:/ppcme2/cmkempe.m4#structure49037	no man merueylyn	IP	salt:/ppcme2/cmkempe.m4#structure49038	no man	NP	salt:/ppcme2/cmkempe.m4#sTok81040	man	N	N	M4		EMO	CMKEMPE			KEMPE MARGERY	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmkentho.m1#sTok174	Sume	Q	salt:/ppcme2/cmkentho.m1#structure84	Sume ungelærede mænn wundrigeð , hwæt 0 *T*-1 þiss godspell belimpe to þære eadigen Marien Cristes moder , & hwi 0 *T*-2 man æt hire þenunge geræde þiss godspell ,	IP-MAT	salt:/ppcme2/cmkentho.m1#structure85	Sume ungelærede mænn	NP	salt:/ppcme2/cmkentho.m1#sTok176	mænn	NS	NS	m1	Homilies	Kentish	cmkentho.m1	Kentish Homilies						
salt:/ppcme2/cmkentho.m1#sTok1857	nane	Q	salt:/ppcme2/cmkentho.m1#structure1051	Ne tweonige nane mæn , ꝥ seo gedrefde moder nolde beon gescild wið þære $gedrefednysse , & ꝥ hire Sune , gyf 0 him gewill wære , hire gehulpe mid þære godcunden strængðe 0 þe *T*-1 heo on him wyste , 0 þe *T*-2 betacneð Marie Magdalene .	IP-MAT	salt:/ppcme2/cmkentho.m1#structure1052	nane mæn	NP	salt:/ppcme2/cmkentho.m1#sTok1858	mæn	N	N	m1	Homilies	Kentish	cmkentho.m1	Kentish Homilies						
